CEDULA_ANONIMIZADA;FECHA;CODIGO_EMPRESA;ID_GENERO;ID_ESTADO_CIVIL;FECHA_NACIMIENTO;EDAD;CODIGO_LOCALIDAD;TIPO_NOMINA;FECHA_INGRESO;FECHA_INICIO_CONTRATO;ID_CARGO;TIPO_CARGO;NIVEL_CARGO;CATEGORIA_CARGO;TIPO_AREA;ID_CENTRO_COSTO;SENAL_SINDICALIZADO;CLASE_EMPLEADO;CLASE_NOMINA;SUBSIDIO_TRANSPORTE;PORCENTAJE_RIESGO;SALARIO;COMPENSACION_VARIABLE;PORCENT_COMP_VARIABLE;TOTAL_SALARIO;UBICACION_ANONIMIZADA;FECHA FIN CONTRATO;CAUSA NOMBRE;TIPO DE RETIRO;RETIRO
470;31/01/2018;21;M;SOLTERO;28/10/1986;34;1504;LEY 50 NOMINAL TERMINO INDEFIN;2/10/2017;2/10/2017;83946;SOPORTE;5;12;ADMINISTRACION;110109;N;ADMINISTRACION CENTRAL;2;S;0.522;2142000;0;0;2142000;7;1/03/2018;RETIRO VOLUNTARIO;NO DESEADO;1
532;31/01/2018;21;F;SOLTERO;22/10/1986;34;1502;LEY 50 NOMINAL TERMINO INDEFIN;15/04/2013;15/04/2013;83941;CLAVE;4;15;ADMINISTRACION;320212;N;DIRECTOS DE VENTAS;3;S;0.522;5401900;0;0;5401900;5;1/03/2018;RETIRO VOLUNTARIO;NO DESEADO;1
548;31/01/2018;21;F;SOLTERO;20/12/1989;31;1504;LEY 50 NOMINAL TERMINO INDEFIN;1/12/2012;1/12/2012;84108;CLAVE;4;15;ADMINISTRACION;110290;N;ADMINISTRACION CENTRAL;2;S;0.522;5140800;0;0;5140800;7;1/03/2018;RETIRO VOLUNTARIO;NO DESEADO;1
1002;31/01/2018;21;M;SOLTERO;3/10/1991;29;1504;LEY 50 NOMINAL TERMINO FIJO;20/01/2015;20/01/2015;84135;SOPORTE;5;12;PLANTA;110120;N;ADMINISTRACION CENTRAL;2;S;0.522;2624000;0;0;2624000;7;1/03/2018;RETIRO VOLUNTARIO;NO DESEADO;1
1477;31/01/2018;21;F;CASADO;17/03/1983;37;1504;LEY 50 NOMINAL TERMINO INDEFIN;20/02/2017;20/02/2017;83927;CLAVE;4;15;ADMINISTRACION;110202;N;ADMINISTRACION CENTRAL;2;S;0.522;5889000;0;0;5889000;7;1/03/2018;RETIRO VOLUNTARIO;NO DESEADO;1
1761;31/01/2018;21;M;CASADO;5/10/1973;47;1502;LEY 50 NOMINAL TERMINO INDEFIN;27/01/2014;27/01/2014;83941;CLAVE;4;15;ADMINISTRACION;320212;N;DIRECTOS DE VENTAS;3;S;0.522;4985000;0;0;4985000;5;1/03/2018;RETIRO VOLUNTARIO;NO DESEADO;1
1390;31/01/2018;21;F;CASADO;9/06/1967;53;1502;LEY 50 NOMINAL TERMINO INDEFIN;4/06/2013;4/06/2013;83899;SOPORTE;5;13;ADMINISTRACION;310210;N;ADMINISTRACION CENTRAL;2;S;0.522;2148100;0;0;2148100;5;1/03/2018;MUTUO ACUERDO;DESEADO;1
1783;31/01/2018;21;M;CASADO;5/07/1978;42;1504;LEY 50 NOMINAL TERMINO INDEFIN;16/02/2017;16/02/2017;84011;CLAVE;4;15;ADMINISTRACION;110113;N;ADMINISTRACION CENTRAL;2;S;4.35;4684100;0;0;4684100;7;1/03/2018;MUTUO ACUERDO;DESEADO;1
1820;31/01/2018;21;M;SOLTERO;7/08/1984;36;1504;LEY 50 NOMINAL TERMINO INDEFIN;10/01/2017;10/01/2017;84315;SOPORTE;5;13;ADMINISTRACION;110190;N;ADMINISTRACION CENTRAL;2;S;0.522;4819500;0;0;4819500;7;1/03/2018;MUTUO ACUERDO;DESEADO;1
1509;31/01/2018;21;F;CASADO;25/12/1985;35;1504;LEY 50 NOMINAL TERMINO INDEFIN;1/11/2017;1/11/2017;84315;SOPORTE;5;13;ADMINISTRACION;110190;N;ADMINISTRACION CENTRAL;2;S;0.522;4202400;0;0;4202400;7;1/03/2018;DESPIDO SIN JUSTA CAUSA;DESEADO;1
210;31/01/2018;21;M;SOLTERO;22/12/1997;23;1504;LEY 50 NOMINAL TERMINO FIJO;5/09/2017;5/09/2017;83799;SOPORTE;6;9;PLANTA;220144;N;DIRECTOS DE PRODUCCION;2;S;2436;1051300;0;0;1051300;7;1/04/2018;RETIRO VOLUNTARIO;NO DESEADO;1
554;31/01/2018;21;F;SOLTERO;3/02/1992;28;1504;LEY 50 NOMINAL TERMINO INDEFIN;10/10/2016;10/10/2016;84111;SOPORTE;5;13;ADMINISTRACION;110190;N;ADMINISTRACION CENTRAL;2;S;0.522;2356200;0;0;2356200;7;1/04/2018;RETIRO VOLUNTARIO;NO DESEADO;1
601;31/01/2018;21;F;CASADO;10/05/1991;29;1502;LEY 50 NOMINAL TERMINO INDEFIN;16/12/2014;16/12/2014;84116;CLAVE;4;15;ADMINISTRACION;110110;N;ADMINISTRACION CENTRAL;2;S;0.522;5202000;0;0;5202000;5;1/04/2018;RETIRO VOLUNTARIO;NO DESEADO;1
667;31/01/2018;21;F;SOLTERO;23/07/1990;30;1504;LEY 50 NOMINAL TERMINO INDEFIN;21/03/2017;21/03/2017;83858;SOPORTE;5;13;ADMINISTRACION;110194;N;ADMINISTRACION CENTRAL;2;S;1044;3855600;0;0;3855600;7;1/04/2018;RETIRO VOLUNTARIO;NO DESEADO;1
820;31/01/2018;21;F;UNION LIBRE;11/05/1992;28;1502;LEY 50 NOMINAL TERMINO INDEFIN;23/01/2017;23/01/2017;84130;CLAVE;4;14;ADMINISTRACION;110108;N;ADMINISTRACION CENTRAL;2;S;0.522;3748500;0;0;3748500;5;1/04/2018;RETIRO VOLUNTARIO;NO DESEADO;1
1374;31/01/2018;21;F;SOLTERO;11/02/1983;37;1500;LEY 50 NOMINAL TERMINO INDEFIN;12/07/2016;12/07/2016;83892;SOPORTE;5;11;ADMINISTRACION;150109;N;ADMINISTRACION CENTRAL;52;S;0.522;1981400;0;0;1981400;2;1/04/2018;RETIRO VOLUNTARIO;NO DESEADO;1
1378;31/01/2018;21;F;SOLTERO;19/06/1990;30;1502;LEY 50 NOMINAL TERMINO INDEFIN;22/06/2015;22/06/2015;83797;CLAVE;4;14;ADMINISTRACION;110138;N;ADMINISTRACION CENTRAL;2;S;0.522;3962700;0;0;3962700;5;1/04/2018;RETIRO VOLUNTARIO;NO DESEADO;1
1722;31/01/2018;21;M;NO DEFINIDO;30/04/1967;53;1511;LEY 50 NOMINAL TERMINO INDEFIN;24/06/2015;24/06/2015;83868;SOPORTE;6;10;PLANTA;210246;N;DIRECTOS DE PRODUCCION;2;S;2436;1283000;0;0;1283000;19;1/04/2018;RETIRO VOLUNTARIO;NO DESEADO;1
1097;28/02/2018;21;F;UNION LIBRE;3/05/1998;22;1503;LEY 50 NOMINAL TERMINO FIJO;1/02/2018;1/02/2018;84424;SOPORTE;6;9;OPERATIVO;210144;N;DIRECTOS DE PRODUCCION;2;S;4.35;1051300;0;0;1051300;6;1/04/2018;RETIRO VOLUNTARIO;NO DESEADO;1
204;31/03/2018;21;F;SOLTERO;12/01/1992;28;1503;LEY 50 NOMINAL TERMINO FIJO;16/03/2018;16/03/2018;84424;SOPORTE;6;9;OPERATIVO;210144;N;DIRECTOS DE PRODUCCION;2;S;4.35;1051300;0;0;1051300;6;1/04/2018;RETIRO VOLUNTARIO;NO DESEADO;1
250;31/03/2018;21;M;CASADO;7/07/1989;31;1503;LEY 50 NOMINAL TERMINO FIJO;12/03/2018;12/03/2018;84424;SOPORTE;6;9;OPERATIVO;210144;N;DIRECTOS DE PRODUCCION;2;S;4.35;1051300;0;0;1051300;6;1/04/2018;RETIRO VOLUNTARIO;NO DESEADO;1
387;31/03/2018;21;F;SOLTERO;5/09/1991;29;1503;LEY 50 NOMINAL TERMINO FIJO;12/03/2018;12/03/2018;84424;SOPORTE;6;9;OPERATIVO;210144;N;DIRECTOS DE PRODUCCION;2;S;4.35;1051300;0;0;1051300;6;1/04/2018;RETIRO VOLUNTARIO;NO DESEADO;1
995;31/01/2018;21;M;SOLTERO;11/07/1981;39;1504;LEY 50 NOMINAL TERMINO INDEFIN;16/06/2017;16/06/2017;83887;CLAVE;4;14;ADMINISTRACION;110125;N;ADMINISTRACION CENTRAL;2;S;0.522;3748500;0;0;3748500;7;1/04/2018;MUTUO ACUERDO;DESEADO;1
221;31/01/2018;21;F;SOLTERO;19/02/1989;31;1504;LEY 50 NOMINAL TERMINO INDEFIN;18/07/2016;18/07/2016;84065;SOPORTE;5;13;ADMINISTRACION;110124;N;ADMINISTRACION CENTRAL;2;S;0.522;2082000;0;0;2082000;7;1/04/2018;DESPIDO SIN JUSTA CAUSA;DESEADO;1
1786;31/01/2018;21;M;DIVORCIADO;10/10/1980;40;1511;LEY 50 NOMINAL TERMINO FIJO;1/07/2016;1/07/2016;83799;SOPORTE;6;9;PLANTA;210246;N;DIRECTOS DE PRODUCCION;2;S;4.35;1051300;0;0;1051300;19;1/04/2018;DESPIDO SIN JUSTA CAUSA;DESEADO;1
961;31/01/2018;21;F;CASADO;12/09/1987;33;1502;LEY 50 INTEGRAL;12/09/2016;12/09/2016;84133;GERENCIAL;2;18;ADMINISTRACION;310109;N;DIRECTOS DE VENTAS;12;S;0.522;11781000;0;0;11781000;5;1/05/2018;RETIRO VOLUNTARIO;NO DESEADO;1
990;31/01/2018;21;F;SOLTERO;20/10/1988;32;1502;LEY 50 NOMINAL TERMINO INDEFIN;11/12/2015;11/12/2015;84342;CLAVE;4;15;ADMINISTRACION;310210;N;ADMINISTRACION CENTRAL;2;S;0.522;4896000;0;0;4896000;5;1/05/2018;RETIRO VOLUNTARIO;NO DESEADO;1
1363;31/01/2018;21;M;CASADO;1/02/1981;39;1502;LEY 50 INTEGRAL;21/04/2014;21/04/2014;83796;DIRECCION;1;22;ADMINISTRACION;110110;N;ADMINISTRACION CENTRAL;12;S;0.522;43911000;0;0;43911000;5;1/05/2018;RETIRO VOLUNTARIO;NO DESEADO;1
1549;31/01/2018;21;F;SOLTERO;4/08/1984;36;1504;LEY 50 NOMINAL TERMINO INDEFIN;1/11/2017;1/11/2017;83878;SOPORTE;5;12;ADMINISTRACION;110126;N;ADMINISTRACION CENTRAL;2;S;0.522;2306700;0;0;2306700;7;1/05/2018;RETIRO VOLUNTARIO;NO DESEADO;1
1866;31/01/2018;21;F;DIVORCIADO;16/12/1965;55;1502;LEY 50 INTEGRAL;30/01/2017;30/01/2017;84028;DIRECCION;1;22;ADMINISTRACION;110112;N;ADMINISTRACION CENTRAL;12;S;0.522;49266000;0;0;49266000;5;1/05/2018;RETIRO VOLUNTARIO;NO DESEADO;1
1083;28/02/2018;21;M;UNION LIBRE;14/01/1996;24;1503;LEY 50 NOMINAL TERMINO FIJO;1/02/2018;1/02/2018;84424;SOPORTE;6;9;OPERATIVO;210144;N;DIRECTOS DE PRODUCCION;2;S;4.35;1051300;0;0;1051300;6;1/05/2018;RETIRO VOLUNTARIO;NO DESEADO;1
1887;30/04/2018;21;M;SOLTERO;25/05/1983;37;1503;LEY 50 NOMINAL TERMINO FIJO;11/04/2018;11/04/2018;83799;SOPORTE;6;9;PLANTA;210144;N;DIRECTOS DE PRODUCCION;2;S;4.35;1051300;0;0;1051300;6;1/05/2018;RETIRO VOLUNTARIO;NO DESEADO;1
1970;31/01/2018;21;M;CASADO;4/09/1976;44;1502;LEY 50 INTEGRAL;1/08/2013;1/08/2013;84042;GERENCIAL;2;20;ADMINISTRACION;110192;N;ADMINISTRACION CENTRAL;12;S;0.522;40513400;0;0;40513400;5;1/05/2018;MUTUO ACUERDO;DESEADO;1
251;31/03/2018;21;M;SOLTERO;6/09/1989;31;1502;LEY 50 NOMINAL TERMINO INDEFIN;12/08/2013;12/08/2013;84414;SOPORTE;4;15;COMERCIAL;310109;N;DIRECTOS DE VENTAS;2;S;0.522;5406000;0;0;5406000;5;1/05/2018;MUTUO ACUERDO;DESEADO;1
517;31/01/2018;21;F;SOLTERO;17/12/1996;24;1504;LEY 50 NOMINAL TERMINO FIJO;6/07/2015;6/07/2015;83799;SOPORTE;6;9;PLANTA;220144;N;DIRECTOS DE PRODUCCION;2;S;4.35;1051300;0;0;1051300;7;1/05/2018;DESPIDO SIN JUSTA CAUSA;DESEADO;1
81;31/01/2018;21;M;SOLTERO;12/11/1986;34;1502;LEY 50 NOMINAL TERMINO INDEFIN;11/08/2014;11/08/2014;84313;CLAVE;3;16;ADMINISTRACION;110110;N;ADMINISTRACION CENTRAL;12;S;0.522;7344000;0;0;7344000;5;1/06/2018;RETIRO VOLUNTARIO;NO DESEADO;1
111;31/01/2018;21;M;SOLTERO;25/07/1988;32;1504;LEY 50 NOMINAL TERMINO FIJO;16/01/2018;16/01/2018;83799;SOPORTE;6;9;PLANTA;220144;N;DIRECTOS DE PRODUCCION;2;S;4.35;1051300;0;0;1051300;7;1/06/2018;RETIRO VOLUNTARIO;NO DESEADO;1
142;31/01/2018;21;F;SOLTERO;12/07/1990;30;1502;LEY 50 NOMINAL TERMINO INDEFIN;1/09/2016;1/09/2016;84056;CLAVE;4;15;ADMINISTRACION;110128;N;ADMINISTRACION CENTRAL;2;S;0.522;5033700;0;0;5033700;5;1/06/2018;RETIRO VOLUNTARIO;NO DESEADO;1
174;31/01/2018;21;F;SOLTERO;6/06/1991;29;1502;LEY 50 NOMINAL TERMINO INDEFIN;19/01/2015;19/01/2015;84058;CLAVE;3;16;ADMINISTRACION;110110;N;ADMINISTRACION CENTRAL;2;S;0.522;5202000;0;0;5202000;5;1/06/2018;RETIRO VOLUNTARIO;NO DESEADO;1
954;31/01/2018;21;F;CASADO;27/01/1992;28;1502;LEY 50 NOMINAL TERMINO INDEFIN;1/08/2017;1/08/2017;84119;SOPORTE;5;13;ADMINISTRACION;310125;N;ADMINISTRACION CENTRAL;3;S;0.522;2397000;0;0;2397000;5;1/06/2018;RETIRO VOLUNTARIO;NO DESEADO;1
1505;31/01/2018;21;F;SOLTERO;19/03/1985;35;1504;LEY 50 NOMINAL TERMINO INDEFIN;19/08/2014;19/08/2014;83927;CLAVE;4;15;ADMINISTRACION;110202;N;ADMINISTRACION CENTRAL;2;S;0.522;5889000;0;0;5889000;7;1/06/2018;RETIRO VOLUNTARIO;NO DESEADO;1
1930;31/01/2018;21;M;UNION LIBRE;11/02/1977;43;1503;LEY 50 NOMINAL TERMINO FIJO;19/01/2018;19/01/2018;84424;SOPORTE;6;9;OPERATIVO;210144;N;DIRECTOS DE PRODUCCION;2;S;4.35;1051300;0;0;1051300;6;1/06/2018;RETIRO VOLUNTARIO;NO DESEADO;1
1723;31/03/2018;21;M;CASADO;27/08/1967;53;1504;LEY 50 NOMINAL TERMINO FIJO;16/03/2018;16/03/2018;83799;SOPORTE;6;9;PLANTA;220144;N;DIRECTOS DE PRODUCCION;2;S;4.35;1051300;0;0;1051300;7;1/06/2018;RETIRO VOLUNTARIO;NO DESEADO;1
552;30/04/2018;21;F;SOLTERO;6/11/1991;29;1502;LEY 50 NOMINAL TERMINO INDEFIN;2/03/2016;2/03/2016;84110;SOPORTE;5;13;ADMINISTRACION;110128;N;ADMINISTRACION CENTRAL;2;S;0.522;2544700;0;0;2544700;5;1/06/2018;RETIRO VOLUNTARIO;NO DESEADO;1
936;31/01/2018;21;F;SOLTERO;3/11/1993;27;1504;LEY 50 NOMINAL TERMINO FIJO;5/09/2017;5/09/2017;83813;SOPORTE;6;9;PLANTA;110205;N;ADMINISTRACION CENTRAL;2;S;2436;1232000;0;0;1232000;7;1/06/2018;MUTUO ACUERDO;DESEADO;1
1522;31/01/2018;21;F;SOLTERO;8/08/1984;36;1500;LEY 50 NOMINAL TERMINO INDEFIN;18/04/2016;18/04/2016;83942;CLAVE;4;14;COMERCIAL;320310;N;DIRECTOS DE VENTAS;53;S;0.522;3238720;809680;20;4048400;2;1/06/2018;MUTUO ACUERDO;DESEADO;1
1988;31/01/2018;21;M;CASADO;11/01/1976;44;1521;LEY 50 NOMINAL TERMINO INDEFIN;16/10/2012;16/10/2012;84225;SOPORTE;4;14;COMERCIAL;320310;N;DIRECTOS DE VENTAS;3;S;0.522;3084160;771040;20;3855200;10;1/06/2018;MUTUO ACUERDO;DESEADO;1
1292;31/01/2018;21;F;SOLTERO;13/09/1984;36;1503;LEY 50 NOMINAL TERMINO FIJO;22/01/2018;22/01/2018;84424;SOPORTE;6;9;OPERATIVO;210144;N;DIRECTOS DE PRODUCCION;2;S;4.35;1051300;0;0;1051300;6;1/06/2018;DESPIDO SIN JUSTA CAUSA;DESEADO;1
1683;31/01/2018;21;M;CASADO;1/07/1969;51;1500;LEY 50 NOMINAL TERMINO INDEFIN;15/09/1992;15/09/1992;83852;CLAVE;4;14;COMERCIAL;320363;N;DIRECTOS DE VENTAS;53;S;0.522;2069400;1379600;40;3449000;2;1/06/2018;DESPIDO SIN JUSTA CAUSA;DESEADO;1
291;31/01/2018;21;F;SOLTERO;10/07/1986;34;1502;LEY 50 INTEGRAL;6/09/2017;6/09/2017;83882;GERENCIAL;2;18;ADMINISTRACION;310118;N;ADMINISTRACION CENTRAL;3;S;0.522;15300000;0;0;15300000;5;1/07/2018;RETIRO VOLUNTARIO;NO DESEADO;1
299;31/01/2018;21;F;SOLTERO;20/10/1988;32;1502;LEY 50 NOMINAL TERMINO INDEFIN;1/12/2014;1/12/2014;84080;CLAVE;3;16;ADMINISTRACION;110291;N;ADMINISTRACION CENTRAL;2;S;0.522;6188200;0;0;6188200;5;1/07/2018;RETIRO VOLUNTARIO;NO DESEADO;1
307;31/01/2018;21;F;SOLTERO;24/12/1990;30;1502;LEY 50 NOMINAL TERMINO INDEFIN;2/03/2015;2/03/2015;84391;CLAVE;4;15;ADMINISTRACION;110117;N;ADMINISTRACION CENTRAL;2;S;0.522;5103400;0;0;5103400;5;1/07/2018;RETIRO VOLUNTARIO;NO DESEADO;1
587;31/01/2018;21;M;SOLTERO;6/11/1994;26;1504;LEY 50 NOMINAL TERMINO FIJO;17/11/2017;17/11/2017;83799;SOPORTE;6;9;PLANTA;220144;N;DIRECTOS DE PRODUCCION;2;S;4.35;1051300;0;0;1051300;7;1/07/2018;RETIRO VOLUNTARIO;NO DESEADO;1
1488;31/01/2018;21;F;CASADO;18/08/1982;38;1502;LEY 50 INTEGRAL;2/05/2012;2/05/2012;83932;GERENCIAL;2;18;ADMINISTRACION;110110;N;ADMINISTRACION CENTRAL;12;S;0.522;18972000;0;0;18972000;5;1/07/2018;MUTUO ACUERDO;DESEADO;1
918;31/07/2018;21;M;SOLTERO;22/09/1994;26;1504;LEY 50 NOMINAL TERMINO INDEFIN;18/04/2016;18/04/2016;84135;SOPORTE;5;12;ADMINISTRACION;110120;N;ADMINISTRACION CENTRAL;2;S;0.522;2624000;0;0;2624000;7;1/07/2018;MUTUO ACUERDO;DESEADO;1
202;31/05/2018;21;M;SOLTERO;15/02/1992;28;1503;LEY 50 NOMINAL TERMINO FIJO;16/05/2018;16/05/2018;83799;SOPORTE;6;9;PLANTA;210144;N;DIRECTOS DE PRODUCCION;2;S;4.35;1051300;0;0;1051300;6;1/07/2018;DESPIDO CON JUSTA CAUSA;DESEADO;1
662;31/07/2018;21;M;UNION LIBRE;2/10/1990;30;1500;LEY 50 NOMINAL TERMINO FIJO;3/07/2018;3/07/2018;83834;SOPORTE;5;11;PLANTA;250168;N;DIRECTOS DE PRODUCCION;52;S;4.35;1754400;0;0;1754400;2;3/07/2018;RETIRO VOLUNTARIO;NO DESEADO;1
189;31/08/2018;21;M;UNION LIBRE;26/10/1987;33;1503;LEY 50 NOMINAL TERMINO FIJO;6/04/2018;6/04/2018;83799;SOPORTE;6;9;PLANTA;210144;N;NO DEFINIDO;0;S;0;1051300;0;0;1051300;6;1/08/2018;TERMINACION UNILATERAL;DESEADO;1
1444;31/01/2018;21;F;CASADO;3/02/1981;39;1504;LEY 50 NOMINAL TERMINO INDEFIN;6/10/2014;6/10/2014;83827;SOPORTE;5;12;COMERCIAL;320313;N;DIRECTOS DE VENTAS;3;S;0.522;1501380;1000920;40;2502300;7;1/08/2018;RENUNCIA VOLUNTARIA;NO DESEADO;1
1656;31/01/2018;21;M;UNION LIBRE;30/01/1985;35;1503;LEY 50 NOMINAL TERMINO FIJO;16/01/2018;16/01/2018;84424;SOPORTE;6;9;OPERATIVO;210144;N;DIRECTOS DE PRODUCCION;2;S;4.35;1051300;0;0;1051300;6;1/08/2018;RENUNCIA VOLUNTARIA;NO DESEADO;1
732;31/07/2018;21;F;CASADO;21/12/1988;32;1504;LEY 50 NOMINAL TERMINO FIJO;18/11/2016;18/11/2016;83799;SOPORTE;6;9;PLANTA;220144;N;DIRECTOS DE PRODUCCION;2;S;2.436;1051300;0;0;1051300;7;1/08/2018;MUTUO ACUERDO;DESEADO;1
384;31/08/2018;21;M;CASADO;24/05/1989;31;1503;LEY 50 NOMINAL TERMINO FIJO;16/04/2018;16/04/2018;83799;SOPORTE;6;9;PLANTA;210144;N;NO DEFINIDO;0;S;0;1051300;0;0;1051300;6;1/09/2018;TERMINACION UNILATERAL;DESEADO;1
1459;31/08/2018;21;F;NO DEFINIDO;17/07/1979;41;1511;LEY 50 NOMINAL TERMINO INDEFIN;12/02/2015;12/02/2015;83799;SOPORTE;6;9;PLANTA;210246;N;NO DEFINIDO;0;S;0;1051300;0;0;1051300;19;1/09/2018;TERMINACION UNILATERAL;DESEADO;1
317;31/01/2018;21;M;SOLTERO;6/11/1993;27;1502;LEY 50 NOMINAL TERMINO INDEFIN;16/08/2017;16/08/2017;84130;CLAVE;4;14;ADMINISTRACION;110110;N;ADMINISTRACION CENTRAL;2;S;0.522;2652000;0;0;2652000;5;1/09/2018;RENUNCIA VOLUNTARIA;NO DESEADO;1
484;31/08/2018;21;F;SOLTERO;26/01/1998;22;1504;LEY 50 NOMINAL TERMINO FIJO;3/10/2017;3/10/2017;83799;SOPORTE;6;9;PLANTA;220144;N;NO DEFINIDO;0;S;0;1051300;0;0;1051300;7;1/09/2018;RENUNCIA VOLUNTARIA;NO DESEADO;1
805;31/08/2018;21;F;SOLTERO;29/11/1988;32;1502;LEY 50 NOMINAL TERMINO INDEFIN;16/09/2014;16/09/2014;84129;CLAVE;4;14;ADMINISTRACION;110128;N;NO DEFINIDO;0;S;0;4873100;0;0;4873100;5;1/09/2018;RENUNCIA VOLUNTARIA;NO DESEADO;1
1469;31/08/2018;21;F;NO DEFINIDO;3/11/1983;37;1502;LEY 50 INTEGRAL;16/03/2017;16/03/2017;84023;CLAVE;3;17;ADMINISTRACION;310129;N;NO DEFINIDO;0;S;0;10271200;0;0;10271200;5;1/09/2018;RENUNCIA VOLUNTARIA;NO DESEADO;1
1550;31/08/2018;21;F;SOLTERO;7/09/1985;35;1504;LEY 50 NOMINAL TERMINO INDEFIN;3/07/2018;3/07/2018;84473;SOPORTE;4;15;ADMINISTRACION;110290;N;NO DEFINIDO;0;S;0;5140800;0;0;5140800;7;1/09/2018;RENUNCIA VOLUNTARIA;NO DESEADO;1
1910;31/08/2018;21;M;SOLTERO;19/07/1985;35;1502;LEY 50 INTEGRAL;15/03/2012;15/03/2012;84430;GERENCIAL;2;19;ADMINISTRACION;310129;N;NO DEFINIDO;0;S;0;19438650;0;0;19438650;5;1/09/2018;RENUNCIA VOLUNTARIA;NO APLICA;1
735;31/08/2018;21;F;SOLTERO;30/12/1988;32;1502;LEY 50 NOMINAL TERMINO INDEFIN;25/03/2015;25/03/2015;84395;CLAVE;4;15;ADMINISTRACION;310111;N;NO DEFINIDO;0;S;0;5916000;0;0;5916000;5;1/09/2018;MUTUO ACUERDO;DESEADO;1
1835;31/08/2018;21;M;UNION LIBRE;22/01/1984;36;1504;LEY 50 NOMINAL TERMINO INDEFIN;1/06/2018;1/06/2018;84109;SOPORTE;5;11;ADMINISTRACION;110116;N;NO DEFINIDO;0;S;0;1819000;0;0;1819000;7;1/09/2018;MUTUO ACUERDO;DESEADO;1
1615;31/08/2018;21;M;CASADO;27/09/1981;39;1500;LEY 50 NOMINAL TERMINO INDEFIN;17/06/2011;17/06/2011;83823;CLAVE;4;14;ADMINISTRACION;320366;N;NO DEFINIDO;0;S;0;2709700;0;0;2709700;2;1/10/2018;RETIRO VOLUNTARIO;NO DESEADO;1
1480;31/08/2018;21;F;SOLTERO;15/08/1985;35;1504;LEY 50 NOMINAL TERMINO INDEFIN;19/11/2012;19/11/2012;83894;CLAVE;3;16;ADMINISTRACION;110120;N;NO DEFINIDO;0;S;0;6216100;0;0;6216100;7;1/10/2018;MUTUO ACUERDO;DESEADO;1
872;30/09/2018;21;M;CASADO;3/06/1989;31;1520;LEY 50 NOMINAL TERMINO INDEFIN;16/05/2014;16/05/2014;84325;SOPORTE;5;12;COMERCIAL;320157;N;DIRECTOS DE VENTAS;3;S;2.436;2165840;541460;20;2707300;9;5/10/2018;MUTUO ACUERDO;DESEADO;1
1959;31/08/2018;21;M;SOLTERO;20/07/1975;45;1521;LEY 50 NOMINAL TERMINO INDEFIN;22/04/2014;22/04/2014;84152;CLAVE;4;14;ADMINISTRACION;320330;N;NO DEFINIDO;0;S;0;2930000;0;0;2930000;10;8/10/2018;RETIRO VOLUNTARIO;NO DESEADO;1
797;31/08/2018;21;F;SOLTERO;9/12/1985;35;1522;LEY 50 INTEGRAL;17/05/2017;17/05/2017;84307;CLAVE;3;17;ADMINISTRACION;310130;N;NO DEFINIDO;0;S;0;10281600;0;0;10281600;5;8/10/2018;DESPIDO SIN JUSTA CAUSA;DESEADO;1
1483;31/08/2018;21;F;SOLTERO;20/07/1983;37;1504;LEY 50 NOMINAL TERMINO INDEFIN;16/08/2018;16/08/2018;84119;SOPORTE;5;13;ADMINISTRACION;310125;N;NO DEFINIDO;0;S;0;2677500;0;0;2677500;7;11/10/2018;TERMINACION PERIODO DE PRUEBA;DESEADO;1
370;31/08/2018;21;M;SOLTERO;21/12/1995;25;1504;LEY 50 NOMINAL TERMINO FIJO;6/07/2015;6/07/2015;83799;SOPORTE;6;9;PLANTA;220144;N;NO DEFINIDO;0;S;0;1051300;0;0;1051300;7;16/10/2018;RETIRO VOLUNTARIO;NO DESEADO;1
1518;31/08/2018;21;F;CASADO;31/12/1983;37;1502;LEY 50 INTEGRAL;5/01/2017;5/01/2017;83944;CLAVE;3;16;ADMINISTRACION;110146;N;NO DEFINIDO;0;S;0;11245500;0;0;11245500;5;16/10/2018;RETIRO VOLUNTARIO;NO DESEADO;1
1666;31/08/2018;21;M;CASADO;1/05/1979;41;1511;LEY 50 NOMINAL TERMINO INDEFIN;23/11/2016;23/11/2016;83893;SOPORTE;5;12;ADMINISTRACION PLANTA;210145;N;NO DEFINIDO;0;S;0;2350300;0;0;2350300;19;17/10/2018;MUTUO ACUERDO;DESEADO;1
1609;31/08/2018;21;M;SOLTERO;29/08/1981;39;1504;LEY 50 NOMINAL TERMINO INDEFIN;18/10/2011;18/10/2011;83943;CLAVE;4;15;ADMINISTRACION;110213;N;NO DEFINIDO;0;S;0;5204500;0;0;5204500;7;23/10/2018;MUTUO ACUERDO;DESEADO;1
120;31/08/2018;21;M;SOLTERO;4/02/1993;27;1504;LEY 50 NOMINAL TERMINO FIJO;16/12/2016;16/12/2016;84319;SOPORTE;5;11;ADMINISTRACION PLANTA;110194;N;NO DEFINIDO;0;S;0;2120600;0;0;2120600;7;24/10/2018;DESPIDO SIN JUSTA CAUSA;DESEADO;1
979;31/08/2018;21;M;CASADO;4/09/1986;34;1500;LEY 50 NOMINAL TERMINO INDEFIN;17/07/2012;17/07/2012;83834;SOPORTE;5;11;PLANTA;250168;N;NO DEFINIDO;0;S;0;1754400;0;0;1754400;2;26/10/2018;RETIRO VOLUNTARIO;NO DESEADO;1
